,Name,Score,Raw,,
207,JebBush,"{'english': 0.7176911080698488, 'universal': 0.799570188835745}",{'english': 0.717691108069848, 0.717691108069848,0.717691108
208,SL41565741,"{'english': 0.7759887465100499, 'universal': 0.7897432630001835}",{'english': 0.775988746510049, 0.775988746510049,0.775988747
209,EricKratz2,"{'english': 0.8021481695167405, 'universal': 0.8055586579935085}",{'english': 0.802148169516740, 0.802148169516740,0.80214817
210,Lumin261,"{'english': 0.7939576449836836, 'universal': 0.8030212452554465}",{'english': 0.793957644983683, 0.793957644983683,0.793957645
211,Indiana_Patriot,"{'english': 0.4479465575931997, 'universal': 0.43650814830094437}",{'english': 0.447946557593199, 0.447946557593199,0.447946558
212,ClownBasket,"{'english': 0.5539725719744064, 'universal': 0.7089830786080018}",{'english': 0.553972571974406, 0.553972571974406,0.553972572
213,dawn_gillman,"{'english': 0.5778862084370772, 'universal': 0.7219510972984345}",{'english': 0.577886208437077, 0.577886208437077,0.577886208
214,EddiesOFtheUSA,"{'english': 0.7384783166429812, 'universal': 0.760577756485164}",{'english': 0.738478316642981, 0.738478316642981,0.738478317
215,yanksfanspo_can,"{'english': 0.7852210697594887, 'universal': 0.792436790569533}",{'english': 0.785221069759488, 0.785221069759488,0.78522107
216,EM7275,"{'english': 0.8287549877594508, 'universal': 0.8053088638387352}",{'english': 0.828754987759450, 0.828754987759450,0.828754988
217,thesinglewing,"{'english': 0.7053377817049258, 'universal': 0.7437205366967014}",{'english': 0.705337781704925, 0.705337781704925,0.705337782
218,NinjaNghost491,"{'english': 0.7968624754031172, 'universal': 0.8053747654061287}",{'english': 0.796862475403117, 0.796862475403117,0.796862475
219,Richard90614677,"{'english': 0.2787259978325127, 'universal': 0.40673978557586005}",{'english': 0.278725997832512, 0.278725997832512,0.278725998
220,256903,"{'english': 0.7971037475964349, 'universal': 0.8006881983123656}",{'english': 0.797103747596434, 0.797103747596434,0.797103748
221,dianer1976,"{'english': 0.659646495284545, 'universal': 0.7865642668428161}",{'english': 0.659646495284545, 0.659646495284545,0.659646495
222,Rom6233,"{'english': 0.5539725719744064, 'universal': 0.8006881983123656}",{'english': 0.553972571974406, 0.553972571974406,0.553972572
223,kansasmom1776,"{'english': 0.796599114745521, 'universal': 0.8039704121290502}",{'english': 0.796599114745521, 0.796599114745521,0.796599115
224,LadySusanGrant,"{'english': 0.7759887465100499, 'universal': 0.7897432630001835}",{'english': 0.775988746510049, 0.775988746510049,0.775988747
225,farmgrl007,"{'english': 0.30618807248975083, 'universal': 0.37678996390568303}",{'english': 0.306188072489750, 0.306188072489750,0.306188072
226,Sue3228,"{'english': 0.7874002196908744, 'universal': 0.7674214324358889}",{'english': 0.787400219690874, 0.787400219690874,0.78740022
227,dendeph,"{'english': 0.7920317685697057, 'universal': 0.792436790569533}",{'english': 0.792031768569705, 0.792031768569705,0.792031769
228,MarciaJ84682467,"{'english': 0.8457543526336647, 'universal': 0.8963872382550993}",{'english': 0.845754352633664, 0.845754352633664,0.845754353
229,AShrugged2,"{'english': 0.812935016236137, 'universal': 0.8060512678410475}",{'english': 0.812935016236137, 0.812935016236137,0.812935016
230,LibertyLover01,"{'english': 0.5027122940873614, 'universal': 0.31739450135566455}",{'english': 0.502712294087361, 0.502712294087361,0.502712294
231,Linvascanvas,"{'english': 0.7966467093695401, 'universal': 0.760577756485164}",{'english': 0.796646709369540, 0.796646709369540,0.796646709
232,gg20954230,"{'english': 0.7973765977480777, 'universal': 0.8068955728616037}",{'english': 0.797376597748077, 0.797376597748077,0.797376598
233,MattH_4America,"{'english': 0.7998362042473794, 'universal': 0.8372129323854712}",{'english': 0.799836204247379, 0.799836204247379,0.799836204
234,KarenAsh1560,"{'english': 0.5288664776112156, 'universal': 0.2603678379426137}",{'english': 0.528866477611215, 0.528866477611215,0.528866478
235,HereCatieCat,"{'english': 0.621687023966582, 'universal': 0.7334998320027682}",{'english': 0.621687023966582, 0.621687023966582,0.621687024
236,timgreen1965,"{'english': 0.8008799175144752, 'universal': 0.7089830786080018}",{'english': 0.800879917514475, 0.800879917514475,0.800879918
237,BenHarris1690,"{'english': 0.9077975241648624, 'universal': 0.8733944954488508}",{'english': 0.907797524164862, 0.907797524164862,0.907797524
238,HollyELogue,"{'english': 0.4756769663222349, 'universal': 0.28846389695411967}",{'english': 0.475676966322234, 0.475676966322234,0.475676966
239,WomanDefiner,"{'english': 0.796828494732411, 'universal': 0.7947108099739177}",{'english': 0.796828494732411, 0.796828494732411,0.796828495
240,PamelaBolash,"{'english': 0.796599114745521, 'universal': 0.801617083559931}",{'english': 0.796599114745521, 0.796599114745521,0.796599115
241,GraceJoyPeace55,"{'english': 0.659646495284545, 'universal': 0.8074910771589409}",{'english': 0.659646495284545, 0.659646495284545,0.659646495
242,RAGING_RABBI,"{'english': 0.3342309004634953, 'universal': 0.2603678379426137}",{'english': 0.334230900463495, 0.334230900463495,0.3342309
243,buckeye089,"{'english': 0.7983123643488195, 'universal': 0.8023863559365568}",{'english': 0.798312364348819, 0.798312364348819,0.798312364
244,brett_higby,"{'english': 0.6915799517497913, 'universal': 0.7828265255249504}",{'english': 0.691579951749791, 0.691579951749791,0.691579952
245,sheila_idbq,"{'english': 0.4756769663222349, 'universal': 0.6207049850511144}",{'english': 0.475676966322234, 0.475676966322234,0.475676966
246,activia513,"{'english': 0.5778862084370772, 'universal': 0.792436790569533}",{'english': 0.577886208437077, 0.577886208437077,0.577886208
247,Doembon,"{'english': 0.8457543526336647, 'universal': 0.8148417533461276}",{'english': 0.845754352633664, 0.845754352633664,0.845754353
248,byzosgal,"{'english': 0.5288664776112156, 'universal': 0.6207049850511144}",{'english': 0.528866477611215, 0.528866477611215,0.528866478
249,FatGuard95,"{'english': 0.36264564124632276, 'universal': 0.40673978557586005}",{'english': 0.362645641246322, 0.362645641246322,0.362645641
250,CthlcNtnlst,"{'english': 0.6004883262510591, 'universal': 0.5488888157824968}",{'english': 0.600488326251059, 0.600488326251059,0.600488326
251,JeanneRae49,"{'english': 0.6004883262510591, 'universal': 0.8532920387559139}",{'english': 0.600488326251059, 0.600488326251059,0.600488326
252,GoodElija,"{'english': 0.621687023966582, 'universal': 0.7219510972984345}",{'english': 0.621687023966582, 0.621687023966582,0.621687024
253,JohnSpacedow,"{'english': 0.36264564124632276, 'universal': 0.40673978557586005}",{'english': 0.362645641246322, 0.362645641246322,0.362645641
254,DeAngelisCorey,"{'english': 0.7287106185584935, 'universal': 0.760577756485164}",{'english': 0.728710618558493, 0.728710618558493,0.728710619
255,ISurvived94,"{'english': 0.621687023966582, 'universal': 0.6207049850511144}",{'english': 0.621687023966582, 0.621687023966582,0.621687024
256,kaiaswetala,"{'english': 0.3342309004634953, 'universal': 0.23332432370635456}",{'english': 0.334230900463495, 0.334230900463495,0.3342309
257,Tiffany35654342,"{'english': 0.7717813288270262, 'universal': 0.7219510972984345}",{'english': 0.771781328827026, 0.771781328827026,0.771781329
258,Cherylmm21,"{'english': 0.7874002196908744, 'universal': 0.7527121552274618}",{'english': 0.787400219690874, 0.787400219690874,0.78740022
259,_JohnRoarty,"{'english': 0.36264564124632276, 'universal': 0.49449072748283696}",{'english': 0.362645641246322, 0.362645641246322,0.362645641
260,benda_jeff,"{'english': 0.8339181685112829, 'universal': 0.8052478284119403}",{'english': 0.833918168511282, 0.833918168511282,0.833918169
261,camcurt13,"{'english': 0.3912159239072283, 'universal': 0.40673978557586005}",{'english': 0.391215923907228, 0.391215923907228,0.391215924
262,elizabe45433474,"{'english': 0.2520419704315795, 'universal': 0.40673978557586005}",{'english': 0.252041970431579, 0.252041970431579,0.25204197
263,amandachree,"{'english': 0.7989890411370751, 'universal': 0.8054123562973726}",{'english': 0.798989041137075, 0.798989041137075,0.798989041
264,crystalskarma1,"{'english': 0.797782173166965, 'universal': 0.8048245702790952}",{'english': 0.797782173166965, 0.797782173166965,0.797782173
265,muru_guru,"{'english': 0.4756769663222349, 'universal': 0.31739450135566455}",{'english': 0.475676966322234, 0.475676966322234,0.475676966
266,renee_red2,"{'english': 0.2787259978325127, 'universal': 0.28846389695411967}",{'english': 0.278725997832512, 0.278725997832512,0.278725998
267,CJDanielsFarms,"{'english': 0.8524047631581662, 'universal': 0.8474634546636374}",{'english': 0.852404763158166, 0.852404763158166,0.852404763
268,charliecleanup,"{'english': 0.36264564124632276, 'universal': 0.5222398722127631}",{'english': 0.362645641246322, 0.362645641246322,0.362645641
269,derbybbb,"{'english': 0.621687023966582, 'universal': 0.5488888157824968}",{'english': 0.621687023966582, 0.621687023966582,0.621687024
270,libertybelle025,"{'english': 0.7287106185584935, 'universal': 0.6945161422354588}",{'english': 0.728710618558493, 0.728710618558493,0.728710619
271,Cherico3Cher,"{'english': 0.3912159239072283, 'universal': 0.40673978557586005}",{'english': 0.391215923907228, 0.391215923907228,0.391215924
272,RandyFried1960,"{'english': 0.796828494732411, 'universal': 0.8052444082217497}",{'english': 0.796828494732411, 0.796828494732411,0.796828495
273,HansMue72288153,"{'english': 0.7546218700467833, 'universal': 0.7089830786080018}",{'english': 0.754621870046783, 0.754621870046783,0.75462187
274,Hope295,"{'english': 0.5778862084370772, 'universal': 0.6415870166679795}",{'english': 0.577886208437077, 0.577886208437077,0.577886208
275,SnippitySnappy,"{'english': 0.8339181685112829, 'universal': 0.8532920387559139}",{'english': 0.833918168511282, 0.833918168511282,0.833918169
276,lubowitz01,"{'english': 0.7939576449836836, 'universal': 0.7733457112766196}",{'english': 0.793957644983683, 0.793957644983683,0.793957645
277,kevinjohnson526,"{'english': 0.621687023966582, 'universal': 0.5742686032713971}",{'english': 0.621687023966582, 0.621687023966582,0.621687024
278,cathym_mccabe,"{'english': 0.7287106185584935, 'universal': 0.6608500314332488}",{'english': 0.728710618558493, 0.728710618558493,0.728710619
279,Angelin38757164,"{'english': 0.7759887465100499, 'universal': 0.7828265255249504}",{'english': 0.775988746510049, 0.775988746510049,0.775988747
280,Rs1183748470,"{'english': 0.7852210697594887, 'universal': 0.7527121552274618}",{'english': 0.785221069759488, 0.785221069759488,0.78522107
281,SpotsyHoya,"{'english': 0.7668769621923945, 'universal': 0.7089830786080018}",{'english': 0.766876962192394, 0.766876962192394,0.766876962
282,ScottNin,"{'english': 0.2520419704315795, 'universal': 0.5742686032713971}",{'english': 0.252041970431579, 0.252041970431579,0.25204197
283,mygrove,"{'english': 0.659646495284545, 'universal': 0.5982419966968565}",{'english': 0.659646495284545, 0.659646495284545,0.659646495
284,Ty92496730L,"{'english': 0.8287549877594508, 'universal': 0.8252572897541253}",{'english': 0.828754987759450, 0.828754987759450,0.828754988
285,carrieholmesB,"{'english': 0.3912159239072283, 'universal': 0.4658392474232361}",{'english': 0.391215923907228, 0.391215923907228,0.391215924
286,kagness1011,"{'english': 0.7826357858330618, 'universal': 0.7733457112766196}",{'english': 0.782635785833061, 0.782635785833061,0.782635786
287,JamesonHalpern,"{'english': 0.8100783815308749, 'universal': 0.8193478253485871}",{'english': 0.810078381530874, 0.810078381530874,0.810078382
288,1.58387E+18,,,,
289,Carolin35224088,"{'english': 0.7053377817049258, 'universal': 0.7334998320027682}",{'english': 0.705337781704925, 0.705337781704925,0.705337782
290,SMW27092102,"{'english': 0.7611878625273879, 'universal': 0.7527121552274618}",{'english': 0.761187862527387, 0.761187862527387,0.761187863
291,Dangerfield63,"{'english': 0.7907586934369296, 'universal': 0.7947108099739177}",{'english': 0.790758693436929, 0.790758693436929,0.790758693
292,Twattertwincity,"{'english': 0.6004883262510591, 'universal': 0.5488888157824968}",{'english': 0.600488326251059, 0.600488326251059,0.600488326
293,TraderMo5,"{'english': 0.4756769663222349, 'universal': 0.4658392474232361}",{'english': 0.475676966322234, 0.475676966322234,0.475676966
294,debbieharris1,"{'english': 0.812935016236137, 'universal': 0.8288069415530707}",{'english': 0.812935016236137, 0.812935016236137,0.812935016
295,DJDemmerneck222,"{'english': 0.7966467093695401, 'universal': 0.8006881983123656}",{'english': 0.796646709369540, 0.796646709369540,0.796646709
296,GoldnemovesGold,"{'english': 0.812935016236137, 'universal': 0.8808312676897403}",{'english': 0.812935016236137, 0.812935016236137,0.812935016
297,iambackagain21,"{'english': 0.7970609972920484, 'universal': 0.7865642668428161}",{'english': 0.797060997292048, 0.797060997292048,0.797060997
298,DrSpaceman2020,"{'english': 0.7852210697594887, 'universal': 0.7334998320027682}",{'english': 0.785221069759488, 0.785221069759488,0.78522107
299,MaryLynnChaffe1,"{'english': 0.7717813288270262, 'universal': 0.760577756485164}",{'english': 0.771781328827026, 0.771781328827026,0.771781329
300,thesinglewing,"{'english': 0.7053377817049258, 'universal': 0.7437205366967014}",{'english': 0.705337781704925, 0.705337781704925,0.705337782
301,kay1stayinform2,"{'english': 0.7968624754031172, 'universal': 0.8148417533461276}",{'english': 0.796862475403117, 0.796862475403117,0.796862475
302,rain_send,"{'english': 0.7874002196908744, 'universal': 0.8006881983123656}",{'english': 0.787400219690874, 0.787400219690874,0.78740022
303,DaveHagen1,"{'english': 0.3912159239072283, 'universal': 0.3469210182245441}",{'english': 0.391215923907228, 0.391215923907228,0.391215924
304,EstergrenSue,"{'english': 0.8457543526336647, 'universal': 0.8662905376040458}",{'english': 0.845754352633664, 0.845754352633664,0.845754353
305,mc_223,"{'english': 0.30618807248975083, 'universal': 0.31739450135566455}",{'english': 0.306188072489750, 0.306188072489750,0.306188072
306,moblguy,"{'english': 0.8021481695167405, 'universal': 0.8053429027352532}",{'english': 0.802148169516740, 0.802148169516740,0.80214817
307,WarriorofTruth9,"{'english': 0.5539725719744064, 'universal': 0.760577756485164}",{'english': 0.553972571974406, 0.553972571974406,0.553972572
308,Allen17Jenn,"{'english': 0.621687023966582, 'universal': 0.6945161422354588}",{'english': 0.621687023966582, 0.621687023966582,0.621687024
309,clantro,"{'english': 0.7717813288270262, 'universal': 0.8372129323854712}",{'english': 0.771781328827026, 0.771781328827026,0.771781329
310,abjmjordan,"{'english': 0.6915799517497913, 'universal': 0.6415870166679795}",{'english': 0.691579951749791, 0.691579951749791,0.691579952
311,cylentmajority1,"{'english': 0.6004883262510591, 'universal': 0.4658392474232361}",{'english': 0.600488326251059, 0.600488326251059,0.600488326
312,MnMikeyWright,"{'english': 0.621687023966582, 'universal': 0.5982419966968565}",{'english': 0.621687023966582, 0.621687023966582,0.621687024
313,PoliPosse,"{'english': 0.5778862084370772, 'universal': 0.7674214324358889}",{'english': 0.577886208437077, 0.577886208437077,0.577886208
314,MJ72804966,"{'english': 0.30618807248975083, 'universal': 0.49449072748283696}",{'english': 0.306188072489750, 0.306188072489750,0.306188072
315,LizzyRoss911,"{'english': 0.7952555385005927, 'universal': 0.799570188835745}",{'english': 0.795255538500592, 0.795255538500592,0.795255539
316,Elizabe64205934,"{'english': 0.7920317685697057, 'universal': 0.8068955728616037}",{'english': 0.792031768569705, 0.792031768569705,0.792031769
317,ntoomuchfun,"{'english': 0.7384783166429812, 'universal': 0.7219510972984345}",{'english': 0.738478316642981, 0.738478316642981,0.738478317
318,curttho28964890,"{'english': 0.5778862084370772, 'universal': 0.7089830786080018}",{'english': 0.577886208437077, 0.577886208437077,0.577886208
319,LizShelby,"{'english': 0.7287106185584935, 'universal': 0.7784494983408411}",{'english': 0.728710618558493, 0.728710618558493,0.728710619
320,thisvirusmustgo,"{'english': 0.7384783166429812, 'universal': 0.6945161422354588}",{'english': 0.738478316642981, 0.738478316642981,0.738478317
321,Naturaldoll21,"{'english': 0.36264564124632276, 'universal': 0.37678996390568303}",{'english': 0.362645641246322, 0.362645641246322,0.362645641
322,SteveDraz,"{'english': 0.5027122940873614, 'universal': 0.8045992970534486}",{'english': 0.502712294087361, 0.502712294087361,0.502712294
323,DouglasLMcWhor1,"{'english': 0.7967206940193189, 'universal': 0.8055586579935085}",{'english': 0.796720694019318, 0.796720694019318,0.796720694
324,LaurieGiwoyna,"{'english': 0.8021481695167405, 'universal': 0.8052444082217497}",{'english': 0.802148169516740, 0.802148169516740,0.80214817
325,AndreCilliers,"{'english': 0.6004883262510591, 'universal': 0.6207049850511144}",{'english': 0.600488326251059, 0.600488326251059,0.600488326
326,scubastevePADI,"{'english': 0.5027122940873614, 'universal': 0.5982419966968565}",{'english': 0.502712294087361, 0.502712294087361,0.502712294
327,twono_4,"{'english': 0.2787259978325127, 'universal': 0.2603678379426137}",{'english': 0.278725997832512, 0.278725997832512,0.278725998
328,zoller_w,"{'english': 0.7717813288270262, 'universal': 0.5982419966968565}",{'english': 0.771781328827026, 0.771781328827026,0.771781329
329,jaaDuluth,"{'english': 0.6915799517497913, 'universal': 0.6207049850511144}",{'english': 0.691579951749791, 0.691579951749791,0.691579952
330,colinjarrett587,"{'english': 0.7973765977480777, 'universal': 0.7982287282125168}",{'english': 0.797376597748077, 0.797376597748077,0.797376598
331,pancakeblini,"{'english': 0.5539725719744064, 'universal': 0.43650814830094437}",{'english': 0.553972571974406, 0.553972571974406,0.553972572
332,PuckPc,"{'english': 0.6004883262510591, 'universal': 0.5222398722127631}",{'english': 0.600488326251059, 0.600488326251059,0.600488326
333,JeffB99432854,"{'english': 0.30618807248975083, 'universal': 0.3469210182245441}",{'english': 0.306188072489750, 0.306188072489750,0.306188072
334,jackconservativ,"{'english': 0.5778862084370772, 'universal': 0.7089830786080018}",{'english': 0.577886208437077, 0.577886208437077,0.577886208
335,christiancnserv,"{'english': 0.8036706514015852, 'universal': 0.8053088638387352}",{'english': 0.803670651401585, 0.803670651401585,0.803670651
336,shorelunches,"{'english': 0.5027122940873614, 'universal': 0.2603678379426137}",{'english': 0.502712294087361, 0.502712294087361,0.502712294
337,CorkyEloranta,"{'english': 0.797075908158591, 'universal': 0.8068955728616037}",{'english': 0.797075908158591, 0.797075908158591,0.797075908
338,Deplorable_mn,"{'english': 0.7989890411370751, 'universal': 0.7733457112766196}",{'english': 0.798989041137075, 0.798989041137075,0.798989041
339,brillmore,"{'english': 0.7973765977480777, 'universal': 0.8054092120440788}",{'english': 0.797376597748077, 0.797376597748077,0.797376598
340,MarthaSimmer,"{'english': 0.7053377817049258, 'universal': 0.7527121552274618}",{'english': 0.705337781704925, 0.705337781704925,0.705337782
341,marymlink,"{'english': 0.6763619064808265, 'universal': 0.6608500314332488}",{'english': 0.676361906480826, 0.676361906480826,0.676361906
342,AnitaDrink8,"{'english': 0.8670116134145492, 'universal': 0.8963872382550993}",{'english': 0.867011613414549, 0.867011613414549,0.867011613
343,pawlsonliberty,"{'english': 0.4756769663222349, 'universal': 0.3469210182245441}",{'english': 0.475676966322234, 0.475676966322234,0.475676966
344,ordinary_ali,"{'english': 0.4197222421546159, 'universal': 0.6608500314332488}",{'english': 0.419722242154615, 0.419722242154615,0.419722242
345,KJ007pcmc,"{'english': 0.3342309004634953, 'universal': 0.40673978557586005}",{'english': 0.334230900463495, 0.334230900463495,0.3342309
346,tsn_says,"{'english': 0.4756769663222349, 'universal': 0.5742686032713971}",{'english': 0.475676966322234, 0.475676966322234,0.475676966
347,brogdon_terry,"{'english': 0.659646495284545, 'universal': 0.7089830786080018}",{'english': 0.659646495284545, 0.659646495284545,0.659646495
348,mnphinfan,"{'english': 0.7053377817049258, 'universal': 0.6207049850511144}",{'english': 0.705337781704925, 0.705337781704925,0.705337782
349,GreySouthwick,"{'english': 0.6414184221423734, 'universal': 0.7437205366967014}",{'english': 0.641418422142373, 0.641418422142373,0.641418422
350,SDGoatSense,"{'english': 0.812935016236137, 'universal': 0.8052444082217497}",{'english': 0.812935016236137, 0.812935016236137,0.812935016
351,norsemaid,"{'english': 0.7717813288270262, 'universal': 0.7828265255249504}",{'english': 0.771781328827026, 0.771781328827026,0.771781329
352,starryvonne,"{'english': 0.7717813288270262, 'universal': 0.5742686032713971}",{'english': 0.771781328827026, 0.771781328827026,0.771781329
353,Tom2750J,"{'english': 0.7176911080698488, 'universal': 0.6415870166679795}",{'english': 0.717691108069848, 0.717691108069848,0.717691108
354,ABE27851547,"{'english': 0.3912159239072283, 'universal': 0.6608500314332488}",{'english': 0.391215923907228, 0.391215923907228,0.391215924
355,Shel_Joy,"{'english': 0.0, 'universal': 0.3469210182245441}","{'english': 0.0, 'universal':"," 0.0, 'universal':"," 0.0, 'universal':"
356,kanine1961,"{'english': 0.4479465575931997, 'universal': 0.6945161422354588}",{'english': 0.447946557593199, 0.447946557593199,0.447946558
357,Ehctien,"{'english': 0.7546218700467833, 'universal': 0.6784864269642225}",{'english': 0.754621870046783, 0.754621870046783,0.75462187
358,nhokkanen,"{'english': 0.7053377817049258, 'universal': 0.7674214324358889}",{'english': 0.705337781704925, 0.705337781704925,0.705337782
359,SheriNadeau,"{'english': 0.7717813288270262, 'universal': 0.760577756485164}",{'english': 0.771781328827026, 0.771781328827026,0.771781329
360,Angelin38757164,"{'english': 0.7759887465100499, 'universal': 0.7828265255249504}",{'english': 0.775988746510049, 0.775988746510049,0.775988747
361,Rangaju3615,"{'english': 0.7874002196908744, 'universal': 0.7897432630001835}",{'english': 0.787400219690874, 0.787400219690874,0.78740022
362,tjwiegandt,"{'english': 0.4197222421546159, 'universal': 0.3469210182245441}",{'english': 0.419722242154615, 0.419722242154615,0.419722242
363,edinahattrickl1,"{'english': 0.7546218700467833, 'universal': 0.6608500314332488}",{'english': 0.754621870046783, 0.754621870046783,0.75462187
364,OcarDavid,"{'english': 0.6414184221423734, 'universal': 0.760577756485164}",{'english': 0.641418422142373, 0.641418422142373,0.641418422
365,maverick0732,"{'english': 0.4479465575931997, 'universal': 0.31739450135566455}",{'english': 0.447946557593199, 0.447946557593199,0.447946558
366,Christi43919339,"{'english': 0.5027122940873614, 'universal': 0.5742686032713971}",{'english': 0.502712294087361, 0.502712294087361,0.502712294
367,KariKoski23,"{'english': 0.7952555385005927, 'universal': 0.801617083559931}",{'english': 0.795255538500592, 0.795255538500592,0.795255539
368,juanpablo15130,"{'english': 0.816204310368583, 'universal': 0.8052444082217497}",{'english': 0.816204310368583, 0.816204310368583,0.81620431
369,HockeyHog89,"{'english': 0.7964100716330078, 'universal': 0.8052176344738626}",{'english': 0.796410071633007, 0.796410071633007,0.796410072
370,ShawnLWSchmidt1,"{'english': 0.7973765977480777, 'universal': 0.8045992970534486}",{'english': 0.797376597748077, 0.797376597748077,0.797376598
371,mywordsmarked,"{'english': 0.6915799517497913, 'universal': 0.7219510972984345}",{'english': 0.691579951749791, 0.691579951749791,0.691579952
372,topherg33,"{'english': 0.22631829961109876, 'universal': 0.28846389695411967}",{'english': 0.226318299611098, 0.226318299611098,0.2263183
373,TravelinMan20,"{'english': 0.30618807248975083, 'universal': 0.2603678379426137}",{'english': 0.306188072489750, 0.306188072489750,0.306188072
374,mn_lakegirl,"{'english': 0.7907586934369296, 'universal': 0.7828265255249504}",{'english': 0.790758693436929, 0.790758693436929,0.790758693
375,NinjaNghost491,"{'english': 0.7968624754031172, 'universal': 0.8053747654061287}",{'english': 0.796862475403117, 0.796862475403117,0.796862475
376,AndrewMathewsMN,"{'english': 0.5027122940873614, 'universal': 0.7733457112766196}",{'english': 0.502712294087361, 0.502712294087361,0.502712294
377,mus_gal,"{'english': 0.7852210697594887, 'universal': 0.8035432096295109}",{'english': 0.785221069759488, 0.785221069759488,0.78522107
378,Don_Alan_Abel,"{'english': 0.7952555385005927, 'universal': 0.8023863559365568}",{'english': 0.795255538500592, 0.795255538500592,0.795255539
379,damob99,"{'english': 0.7852210697594887, 'universal': 0.6207049850511144}",{'english': 0.785221069759488, 0.785221069759488,0.78522107
380,malonesmic,"{'english': 0.793087009461318, 'universal': 0.801617083559931}",{'english': 0.793087009461318, 0.793087009461318,0.793087009
381,bev768,"{'english': 0.793087009461318, 'universal': 0.805401613592116}",{'english': 0.793087009461318, 0.793087009461318,0.793087009
382,Alaric_E,"{'english': 0.36264564124632276, 'universal': 0.5222398722127631}",{'english': 0.362645641246322, 0.362645641246322,0.362645641
383,1.58435E+18,,,,
384,thesinglewing,"{'english': 0.7053377817049258, 'universal': 0.7437205366967014}",{'english': 0.705337781704925, 0.705337781704925,0.705337782
385,wazuberance,"{'english': 0.7470839770895665, 'universal': 0.7828265255249504}",{'english': 0.747083977089566, 0.747083977089566,0.747083977
386,2B7C89526,"{'english': 0.7759887465100499, 'universal': 0.8045992970534486}",{'english': 0.775988746510049, 0.775988746510049,0.775988747
387,7solarray,"{'english': 0.7717813288270262, 'universal': 0.7784494983408411}",{'english': 0.771781328827026, 0.771781328827026,0.771781329
388,Jamie97743500,"{'english': 0.8199148539199458, 'universal': 0.8662905376040458}",{'english': 0.819914853919945, 0.819914853919945,0.819914854
389,LeaverJoan,"{'english': 0.7964100716330078, 'universal': 0.6784864269642225}",{'english': 0.796410071633007, 0.796410071633007,0.796410072
390,TruJustice3,"{'english': 0.7874002196908744, 'universal': 0.6945161422354588}",{'english': 0.787400219690874, 0.787400219690874,0.78740022
391,tracy32hunt1,"{'english': 0.30618807248975083, 'universal': 0.6207049850511144}",{'english': 0.306188072489750, 0.306188072489750,0.306188072
392,Kjole9,"{'english': 0.7967247202742335, 'universal': 0.8030212452554465}",{'english': 0.796724720274233, 0.796724720274233,0.79672472
393,mttacv,"{'english': 0.797782173166965, 'universal': 0.8006881983123656}",{'english': 0.797782173166965, 0.797782173166965,0.797782173
394,LaFlorTruth,"{'english': 0.6004883262510591, 'universal': 0.5742686032713971}",{'english': 0.600488326251059, 0.600488326251059,0.600488326
395,Kirsten11948652,"{'english': 0.7852210697594887, 'universal': 0.799570188835745}",{'english': 0.785221069759488, 0.785221069759488,0.78522107
396,BrotherGrim48,"{'english': 0.22631829961109876, 'universal': 0.23332432370635456}",{'english': 0.226318299611098, 0.226318299611098,0.2263183
397,spettis52,"{'english': 0.4197222421546159, 'universal': 0.3469210182245441}",{'english': 0.419722242154615, 0.419722242154615,0.419722242
398,mike_galde,"{'english': 0.5288664776112156, 'universal': 0.5488888157824968}",{'english': 0.528866477611215, 0.528866477611215,0.528866478
399,DJDemmerneck222,"{'english': 0.7966467093695401, 'universal': 0.8006881983123656}",{'english': 0.796646709369540, 0.796646709369540,0.796646709
400,klark77,"{'english': 0.8054784364249085, 'universal': 0.7865642668428161}",{'english': 0.805478436424908, 0.805478436424908,0.805478436
401,kmemjb,"{'english': 0.8829632678129363, 'universal': 0.8808312676897403}",{'english': 0.882963267812936, 0.882963267812936,0.882963268
402,GoldnemovesGold,"{'english': 0.812935016236137, 'universal': 0.8808312676897403}",{'english': 0.812935016236137, 0.812935016236137,0.812935016
403,TrentEisenbache,"{'english': 0.7384783166429812, 'universal': 0.6608500314332488}",{'english': 0.738478316642981, 0.738478316642981,0.738478317
404,ozfest22,"{'english': 0.7759887465100499, 'universal': 0.7334998320027682}",{'english': 0.775988746510049, 0.775988746510049,0.775988747
405,AnnoyedinMN,"{'english': 0.4197222421546159, 'universal': 0.6608500314332488}",{'english': 0.419722242154615, 0.419722242154615,0.419722242
406,TodellinenDave,"{'english': 0.2520419704315795, 'universal': 0.3469210182245441}",{'english': 0.252041970431579, 0.252041970431579,0.25204197
407,Yomisma1122,"{'english': 0.7546218700467833, 'universal': 0.37678996390568303}",{'english': 0.754621870046783, 0.754621870046783,0.75462187
408,RachAeL1942,"{'english': 0.7967206940193189, 'universal': 0.8053088638387352}",{'english': 0.796720694019318, 0.796720694019318,0.796720694
409,LaurieGiwoyna,"{'english': 0.8021481695167405, 'universal': 0.8052444082217497}",{'english': 0.802148169516740, 0.802148169516740,0.80214817
410,Nosreyam,"{'english': 0.8595061719862279, 'universal': 0.8115094045580712}",{'english': 0.859506171986227, 0.859506171986227,0.859506172
411,DavidKnight2345,"{'english': 0.7852210697594887, 'universal': 0.792436790569533}",{'english': 0.785221069759488, 0.785221069759488,0.78522107
412,JayJdmoore,"{'english': 0.7946723107742963, 'universal': 0.7897432630001835}",{'english': 0.794672310774296, 0.794672310774296,0.794672311
